cpgIsland	IwtAP2R4a	IwtAP6c	IWTAPB	IAP89	IAP89B	IAPA	log2FoldChange	pvalue	padj	DynamicallyDetected
chr4_4792494_4793432	0	0	2.734790138	1.10903258	11.25345999	2.019862686	2.407106296	0.242542791	NA	
chr4_5644083_5644644	0	0	8.204370413	3.327097739	6.360651301	4.544691044	0.7980405	0.658998309	NA	
chr4_6190924_6191271	8.398076835	4.596095088	0	0	9.296336516	0	-0.456637616	0.859430424	NA	
chr4_6365530_6365937	0	0	0	0	0	12.11917612	3.997018982	0.308145742	NA	
chr4_6453533_6454363	18.47576904	0	0	0	0	5.049656715	-1.842317912	0.575788352	NA	
chr4_6990149_6991184	0	3.447071316	0	3.327097739	4.403527824	4.544691044	1.733507582	0.321933569	NA	
chr4_8535470_8536325	0	4.596095088	0	3.327097739	3.914246954	4.544691044	1.280154928	0.469006322	NA	
chr4_8647022_8647758	1.679615367	0	5.469580276	6.654195479	2.935685216	2.019862686	0.679611275	0.664019677	NA	
chr4_8690003_8692237	0	5.74511886	5.469580276	1.10903258	5.382089562	0	-0.784129944	0.704848247	NA	
chr4_9668611_9669416	0	3.447071316	0	4.436130319	8.317774778	0.504965672	1.861177528	0.363489768	NA	
chr4_9843944_9844772	0	4.596095088	0	0	6.360651301	6.059588058	1.402553182	0.559921355	NA	
chr4_10874291_10875069	0	3.447071316	0	5.545162899	6.360651301	2.524828358	1.954241271	0.262307254	NA	
chr4_11075880_11076272	0	0	0	0	7.339213039	5.554622387	4.091548502	0.175741413	NA	
chr4_11156138_11156762	0	6.894142631	0	0	0	8.079450745	0.223461924	0.948427598	NA	
chr4_11190408_11191788	0	0	0	0	14.67842608	0	4.27271582	0.275647039	NA	
chr4_11253680_11254312	0	0	12.30655562	5.545162899	5.871370431	1.009931343	0.002561225	0.998975469	NA	
chr4_11385344_11385695	0	0	1.367395069	15.52645612	1.467842608	7.069519401	3.996581415	0.034674084	NA	
chr4_11485725_11486328	0	10.34121395	2.734790138	4.436130319	5.382089562	2.019862686	-0.189906535	0.895903561	NA	
chr4_11965884_11966967	6.718461468	0	8.204370413	3.327097739	0.489280869	1.514897015	-1.539889417	0.355094525	NA	
chr4_12087725_12087930	13.43692294	0	6.836975344	0	2.935685216	0	-2.714661929	0.259325989	NA	
chr4_12089288_12090122	0	0	1.367395069	0	2.935685216	7.069519401	2.773761976	0.278510376	NA	
chr4_12140246_12141000	0	2.298047544	0	4.436130319	3.914246954	11.10924477	2.949950547	0.088529102	NA	
chr4_12171401_12171897	0	0	0	0	9.785617386	3.534759701	4.138091703	0.173858297	NA	
chr4_12906838_12907238	0	0	0	4.436130319	5.382089562	5.049656715	4.288312023	0.032183598	NA	
chr4_13742984_13743844	0	16.08633281	0	3.327097739	1.467842608	3.029794029	-1.074195389	0.587373677	NA	
chr4_14826344_14826743	0	0	6.836975344	0	2.935685216	1.009931343	-0.755209176	0.778642883	NA	
chr4_14864148_14864524	0	0	6.836975344	0	6.84993217	0	0.015727497	0.996415714	NA	
chr4_14930314_14930968	0	3.447071316	0	5.545162899	11.74274086	2.524828358	2.421167338	0.162868877	NA	
chr4_15148892_15149129	0	0	0	4.436130319	2.446404346	15.14897015	4.859481181	0.01843225	NA	
chr4_15265511_15266706	0	0	2.734790138	3.327097739	5.382089562	4.039725372	2.222312616	0.214470584	NA	
chr4_15945147_15945621	0	1.149023772	1.367395069	1.10903258	6.360651301	5.554622387	2.335485106	0.175479404	NA	
chr4_16013507_16014274	0	4.596095088	5.469580276	0	4.892808693	6.059588058	0.133514622	0.941208939	NA	
chr4_16163132_16163599	0	4.596095088	4.102185207	0	4.892808693	5.554622387	0.27175866	0.881794761	NA	
chr4_19574983_19575450	0	0	0	0	5.871370431	6.059588058	3.979992081	0.194600782	NA	
chr4_19708571_19709296	0	0	10.93916055	2.21806516	5.382089562	1.514897015	-0.257218307	0.897914824	NA	
chr4_20008266_20008787	0	2.298047544	0	0	4.892808693	5.049656715	2.044666971	0.412052066	NA	
chr4_20041802_20042363	0	0	0	21.07161902	1.467842608	3.029794029	5.047068788	0.021866448	NA	
chr4_20778001_20778605	0	0	2.734790138	7.763228058	1.957123477	5.554622387	2.456069153	0.177542559	NA	
chr4_21678219_21679876	0	0	0	1.10903258	11.25345999	6.059588058	4.609722576	0.035642052	NA	
chr4_21685576_21685856	0	0	0	4.436130319	1.467842608	9.594347759	4.347743925	0.047378517	NA	
chr4_21688426_21689258	0	0	4.102185207	5.545162899	5.871370431	2.019862686	1.696943529	0.349152675	NA	
chr4_21776184_21776712	0	0	8.204370413	0	2.446404346	1.009931343	-1.203507258	0.651125411	NA	
chr4_21847928_21848554	3.359230734	1.149023772	4.102185207	6.654195479	2.935685216	0.504965672	0.187463161	0.898062061	NA	
chr4_21879600_21880128	0	0	0	0	2.935685216	4.544691044	3.309060324	0.33530837	NA	
chr4_21931069_21931603	0	0	0	0	0	13.12910746	4.111985122	0.294295626	NA	
chr4_22487213_22488174	0	0	0	0	1.467842608	8.079450745	3.658426939	0.273287812	NA	
chr4_22489463_22490548	0	4.596095088	0	0	3.914246954	4.544691044	0.857064607	0.731410113	NA	
chr4_22498175_22498564	0	0	5.469580276	0	3.914246954	6.059588058	0.882681395	0.722434521	NA	
chr4_24496201_24496880	3.359230734	0	0	11.0903258	3.914246954	1.514897015	2.393097956	0.211399035	NA	
chr4_24850856_24851200	0	0	0	0	13.69986434	0	4.173607314	0.287047651	NA	
chr4_24897928_24898446	11.75730757	0	4.102185207	0	0.489280869	5.049656715	-1.455143694	0.485345503	NA	
chr4_25281505_25281928	0	4.596095088	2.734790138	2.21806516	0	6.56455373	0.238404302	0.908672209	NA	
chr4_26346409_26346989	0	4.596095088	0	8.872260638	1.957123477	3.029794029	1.486194832	0.421034353	NA	
chr4_28812868_28815750	0	0	1.367395069	3.327097739	3.914246954	9.594347759	3.516360247	0.053544621	NA	
chr4_31937552_31937855	0	0	8.204370413	0	2.935685216	4.544691044	-0.111390962	0.964822326	NA	
chr4_32615167_32615776	3.359230734	0	0	13.30839096	5.382089562	0	2.537261413	0.3110464	NA	
chr4_32656954_32657532	11.75730757	0	4.102185207	0	5.382089562	0.504965672	-1.366801495	0.512755964	NA	
chr4_32950491_32951079	0	1.149023772	0	1.10903258	2.446404346	7.574485073	2.928848893	0.159668229	NA	
chr4_33030828_33031959	0	0	1.367395069	3.327097739	5.382089562	1.009931343	2.709761573	0.189498111	NA	
chr4_33188856_33189680	0	1.149023772	4.102185207	2.21806516	5.382089562	0	0.522590915	0.810927484	NA	
chr4_33247482_33248746	0	0	6.836975344	4.436130319	6.360651301	2.019862686	0.90033431	0.628218219	NA	
chr4_33310153_33310655	0	6.894142631	0	0	0	8.079450745	0.223461924	0.948427598	NA	
chr4_33923649_33924889	0	1.149023772	0	0	10.76417912	8.584416416	3.718204796	0.112923234	NA	
chr4_34550434_34550905	0	0	0	0	0	9.594347759	3.661715548	0.350983064	NA	
chr4_34614737_34615125	0	1.149023772	2.734790138	1.10903258	8.317774778	0	1.274102148	0.579315589	NA	
chr4_34687020_34687476	0	8.043166403	0	2.21806516	5.382089562	1.009931343	0.065110562	0.974382093	NA	
chr4_34730084_34730315	0	0	0	16.6354887	1.957123477	6.56455373	5.026652616	0.013437915	NA	
chr4_34886675_34887068	0	0	0	0	1.467842608	7.069519401	3.497922218	0.30520227	NA	
chr4_35157038_35157498	6.718461468	0	0	0	6.84993217	0	0.062953941	0.985751885	NA	
chr4_35225353_35225820	0	0	0	0	11.25345999	0	3.891194676	0.321272542	NA	
chr4_36951345_36951711	0	0	0	0	4.403527824	17.16883283	4.830357471	0.087152458	NA	
chr4_40269517_40269890	0	0	2.734790138	0	3.424966085	2.524828358	1.146430834	0.666952945	NA	
chr4_40279112_40279475	10.0776922	0	4.102185207	0	3.914246954	2.019862686	-1.182286736	0.536379106	NA	
chr4_40473139_40473426	0	0	0	0	8.317774778	10.09931343	4.603787764	0.102865529	NA	
chr4_40853510_40854604	0	1.149023772	1.367395069	13.30839096	4.403527824	1.009931343	2.793455356	0.114139887	NA	
chr4_40947952_40948731	3.359230734	13.78828526	2.734790138	0	3.424966085	0.504965672	-2.257902757	0.159887543	NA	
chr4_40970626_40971509	0	0	0	0	2.446404346	11.61421045	4.214911278	0.168775899	NA	
chr4_41098028_41098306	1.679615367	0	1.367395069	2.21806516	9.785617386	4.544691044	2.549944992	0.119952678	NA	
chr4_41314333_41314990	0	1.149023772	5.469580276	0	3.424966085	1.514897015	-0.380327089	0.855292754	NA	
chr4_41348945_41349491	0	0	10.93916055	8.872260638	0.978561739	0	-0.183271293	0.945915704	NA	
chr4_41464556_41465299	0	0	4.102185207	13.30839096	2.935685216	1.514897015	2.078821412	0.278872105	NA	
chr4_41507017_41507326	0	0	8.204370413	7.763228058	2.446404346	2.019862686	0.545099265	0.777353055	NA	
chr4_41568936_41569852	0	0	4.102185207	4.436130319	2.446404346	3.029794029	1.251276501	0.50106584	NA	
chr4_41639925_41640240	0	0	0	0	0	16.66386716	4.454626222	0.255540276	NA	
chr4_41683712_41684178	0	0	0	0	16.14626869	0	4.40967464	0.260410667	NA	
chr4_41695104_41696047	0	0	1.367395069	0	9.296336516	9.089382088	3.645156343	0.120969541	NA	
chr4_41722982_41723275	0	2.298047544	12.30655562	0	0.978561739	1.009931343	-2.771631776	0.164105185	NA	
chr4_41731024_41731519	0	0	0	2.21806516	8.317774778	4.544691044	4.31967476	0.04141409	NA	
chr4_41740724_41741402	0	0	1.367395069	12.19935838	3.914246954	1.009931343	3.497302661	0.081924661	NA	
chr4_41755424_41755871	0	2.298047544	0	0	9.785617386	0	2.037725816	0.563892995	NA	
chr4_41773153_41773799	1.679615367	0	1.367395069	0	12.23202173	8.584416416	2.851037339	0.154588174	NA	
chr4_42916954_42917600	0	0	0	0	14.67842608	2.524828358	4.505173702	0.129939061	NA	
chr4_42949720_42950369	0	0	0	0	8.807055647	0	3.539673444	0.367475968	NA	
chr4_42999712_43000650	0	4.596095088	0	0	7.828493908	0.504965672	0.839743183	0.759973548	NA	
chr4_43010203_43010566	0	0	10.93916055	0	4.892808693	0	-1.140711476	0.738460269	NA	
chr4_43030893_43031551	0	3.447071316	5.469580276	0	0	6.56455373	-0.42746112	0.870672043	NA	
chr4_43058854_43059515	0	0	2.734790138	0	10.76417912	6.059588058	2.629497587	0.268257963	NA	
chr4_43381789_43382341	0	11.49023772	0	0	12.7213026	0	0.144287628	0.965271773	NA	
chr4_43442128_43443684	3.359230734	0	2.734790138	2.21806516	3.914246954	4.039725372	0.816617128	0.585745352	NA	
chr4_43492789_43493730	0	1.149023772	15.04134576	5.545162899	2.446404346	0.504965672	-0.978090272	0.585986664	NA	
chr4_43562057_43562784	0	1.149023772	12.30655562	0	0.978561739	9.089382088	-0.398171711	0.853151491	NA	
chr4_43578304_43579197	3.359230734	3.447071316	0	4.436130319	3.914246954	2.019862686	0.592551419	0.683432214	NA	
chr4_43631356_43631799	0	0	0	0	0	9.594347759	3.661715548	0.350983064	NA	
chr4_43656100_43656535	0	0	10.93916055	0	5.871370431	4.039725372	-0.124880497	0.95977565	NA	
chr4_43875351_43875866	0	0	0	0	0	8.584416416	3.502216569	0.372633847	NA	
chr4_43957358_43958012	0	0	0	13.30839096	6.84993217	1.514897015	4.813350046	0.021087414	NA	
chr4_44072312_44072846	0	0	0	0	5.382089562	5.554622387	3.854978336	0.217675889	NA	
chr4_44167370_44168501	0	0	12.30655562	0	0.489280869	7.574485073	-0.592265763	0.826376683	NA	
chr4_44425180_44425727	0	1.149023772	0	6.654195479	5.871370431	2.019862686	3.27811456	0.079231357	NA	
chr4_44703124_44704717	0	3.447071316	1.367395069	3.327097739	6.360651301	7.069519401	1.731086496	0.21620559	NA	
chr4_44756498_44756999	0	0	0	5.545162899	0.489280869	7.574485073	4.15274297	0.085038102	NA	
chr4_45011741_45012423	0	3.447071316	0	0	10.27489825	0	1.553179616	0.654635272	NA	
chr4_45018565_45018943	0	0	0	4.436130319	3.914246954	5.049656715	4.135321564	0.044730635	NA	
chr4_45107565_45108040	0	6.894142631	0	3.327097739	4.892808693	4.039725372	0.777618747	0.6641136	NA	
chr4_45184551_45185385	0	0	1.367395069	0	7.828493908	6.56455373	3.294774472	0.17231197	NA	
chr4_45320186_45320643	0	0	5.469580276	4.436130319	1.467842608	4.544691044	0.917604602	0.631112913	NA	
chr4_45341989_45342797	0	2.298047544	0	4.436130319	5.871370431	1.514897015	2.232940999	0.241866011	NA	
chr4_45408260_45409059	0	0	0	0	1.957123477	15.14897015	4.496260219	0.135536261	NA	
chr4_45799008_45799273	0	1.149023772	1.367395069	0	6.360651301	5.049656715	2.158115331	0.296979862	NA	
chr4_45972128_45972847	0	0	2.734790138	0	5.382089562	5.554622387	2.013867046	0.415133904	NA	
chr4_46138271_46139050	0	0	1.367395069	9.981293218	2.446404346	2.524828358	3.297146212	0.086510565	NA	
chr4_46195843_46196399	0	1.149023772	2.734790138	0	4.403527824	2.524828358	0.850970055	0.681682082	NA	
chr4_46304810_46305266	3.359230734	0	0	16.6354887	1.957123477	3.029794029	2.780460275	0.147274572	NA	
chr4_46450682_46452589	0	3.447071316	0	3.327097739	4.403527824	6.56455373	1.95434792	0.256550816	NA	
chr4_46601167_46602292	0	1.149023772	1.367395069	1.10903258	9.785617386	7.069519401	2.793789834	0.101131265	NA	
chr4_46991019_46992185	0	0	0	3.327097739	8.807055647	9.089382088	4.81116596	0.01222931	NA	
chr4_47056901_47057616	0	1.149023772	1.367395069	4.436130319	6.360651301	5.049656715	2.583387254	0.091865257	NA	
chr4_47091911_47092433	0	0	0	5.545162899	4.403527824	3.534759701	4.137225644	0.04497553	NA	
chr4_47352408_47353954	0	0	0	0	5.871370431	4.039725372	3.713546639	0.246518083	NA	
chr4_48044734_48045725	0	0	6.836975344	0	4.403527824	5.554622387	0.559007234	0.821525833	NA	
chr4_48047189_48047577	0	0	0	17.74452128	7.828493908	0	5.059888516	0.073900978	NA	
chr4_48279256_48280058	0	0	0	0	1.467842608	7.574485073	3.580417637	0.288523492	NA	
chr4_48472917_48473545	0	0	0	0	6.84993217	4.039725372	3.848803046	0.220721267	NA	
chr4_48584870_48585924	0	0	8.204370413	6.654195479	6.360651301	3.029794029	0.956398378	0.592528699	NA	
chr4_49059222_49059927	0	0	0	1.10903258	5.871370431	7.069519401	4.220399145	0.061246043	NA	
chr4_49521030_49521279	0	0	0	0	2.935685216	3.029794029	2.984165924	0.411981943	NA	
chr4_49844690_49845920	1.679615367	0	0	1.10903258	7.828493908	2.019862686	2.907418646	0.165607421	NA	
chr4_52438898_52439450	8.398076835	0	2.734790138	7.763228058	0.489280869	2.524828358	-0.057655951	0.973541333	NA	
chr4_53159785_53160188	0	0	0	3.327097739	0.489280869	11.61421045	4.344200896	0.074904113	NA	
chr4_53440003_53441019	0	8.043166403	0	0	7.828493908	0	-0.040737982	0.990522214	NA	
chr4_53779616_53779874	0	0	0	4.436130319	1.957123477	6.56455373	4.08568411	0.060054205	NA	
chr4_54945037_54945439	0	0	1.367395069	0	10.76417912	8.584416416	3.718273313	0.112269193	NA	
chr4_55349617_55350776	0	3.447071316	2.734790138	1.10903258	6.360651301	3.029794029	0.749549109	0.630110038	NA	
chr4_55514807_55515178	0	0	0	4.436130319	5.871370431	5.554622387	4.383266303	0.026239774	NA	
chr4_55530171_55533292	1.679615367	2.298047544	2.734790138	3.327097739	9.785617386	5.049656715	1.449682136	0.22845912	NA	
chr4_56946691_56947530	0	0	5.469580276	5.545162899	2.935685216	2.524828358	0.983918828	0.595514041	NA	
chr4_56990050_56990300	0	0	0	0	0	15.65393582	4.364744668	0.26534298	NA	
chr4_57433887_57434728	0	0	1.367395069	1.10903258	5.871370431	9.594347759	3.502233746	0.073785429	NA	
chr4_57567839_57568287	0	0	0	0	19.0819539	5.049656715	4.991918603	0.071958969	NA	
chr4_57955626_57956636	3.359230734	4.596095088	0	4.436130319	3.914246954	3.534759701	0.561096248	0.68217118	NA	
chr4_58911438_58912955	10.0776922	0	0	3.327097739	4.892808693	3.029794029	0.207915007	0.913167618	NA	
chr4_58943527_58943818	0	0	1.367395069	3.327097739	5.871370431	5.554622387	3.325536907	0.063994085	NA	
chr4_59189067_59189943	0	0	4.102185207	3.327097739	6.84993217	3.029794029	1.688260884	0.348143601	NA	
chr4_59437946_59438525	0	0	13.67395069	1.10903258	2.446404346	7.069519401	-0.348886043	0.865069778	NA	
chr4_59625909_59626857	0	0	12.30655562	4.436130319	2.935685216	6.059588058	0.122559632	0.947780497	NA	
chr4_59783410_59784041	0	20.68242789	0	0	0	4.544691044	-2.169681973	0.500448273	NA	
chr4_59805711_59806548	0	0	0	0	5.382089562	5.554622387	3.854978336	0.217675889	NA	
chr4_62208319_62208792	10.0776922	0	0	6.654195479	1.957123477	0	-0.2303374	0.93094983	NA	
chr4_62286291_62286719	0	0	0	13.30839096	0.978561739	0	4.211340677	0.200168818	NA	
chr4_62408671_62408990	0	0	0	0	5.871370431	0	2.959436617	0.452340684	NA	
chr4_62470753_62471016	0	1.149023772	0	6.654195479	3.424966085	7.069519401	3.522592458	0.045691846	NA	
chr4_62502032_62502311	0	0	20.51092603	2.21806516	0.489280869	2.524828358	-1.986737179	0.354699003	NA	
chr4_62519594_62520176	20.1553844	0	0	0	0	2.524828358	-2.948633539	0.361402079	NA	
chr4_62524695_62525573	0	4.596095088	0	1.10903258	2.935685216	3.029794029	0.576905872	0.774300881	NA	
chr4_62583387_62583685	0	0	0	4.436130319	2.935685216	5.049656715	4.023470225	0.057835023	NA	
chr4_63213962_63216015	1.679615367	2.298047544	2.734790138	3.327097739	6.84993217	6.56455373	1.331633616	0.257411171	NA	
chr4_63410376_63410808	0	0	0	0	5.871370431	5.554622387	3.917876981	0.205922683	NA	
chr4_63558441_63558995	0	0	4.102185207	4.436130319	0.978561739	6.56455373	1.535245793	0.432997748	NA	
chr4_65124446_65124914	0	0	0	1.10903258	3.424966085	6.059588058	3.813258858	0.109075145	NA	
chr4_65604887_65605207	0	0	0	0	13.69986434	0	4.173607314	0.287047651	NA	
chr4_66402788_66403061	5.038846101	0	0	0	3.914246954	3.029794029	0.538453147	0.83523397	NA	
chr4_66403653_66404185	13.43692294	0	0	0	3.914246954	8.079450745	-0.127647208	0.959117422	NA	
chr4_68953777_68954136	0	0	0	12.19935838	3.914246954	1.009931343	4.467437642	0.04775008	NA	
chr4_70534251_70535408	0	0	8.204370413	6.654195479	1.467842608	5.554622387	0.720042761	0.70502122	NA	
chr4_74251721_74252438	0	5.74511886	0	4.436130319	1.467842608	10.09931343	1.418076783	0.448399335	NA	
chr4_75278061_75278398	0	4.596095088	8.204370413	3.327097739	0.489280869	3.534759701	-0.843364743	0.597675893	NA	
chr4_76449343_76450536	0	2.298047544	10.93916055	1.10903258	0.978561739	6.56455373	-0.596117594	0.727569903	NA	
chr4_80911185_80911937	5.038846101	3.447071316	0	0	2.935685216	8.584416416	0.481104647	0.80184904	NA	
chr4_82504346_82506555	0	1.149023772	5.469580276	0	3.424966085	1.514897015	-0.380327089	0.855292754	NA	
chr4_83323598_83324336	0	0	5.469580276	0	7.828493908	4.039725372	1.131193516	0.645368595	NA	
chr4_83417522_83418164	0	0	5.469580276	1.10903258	5.382089562	4.039725372	0.961231699	0.625069652	NA	
chr4_83485658_83486817	0	1.149023772	15.04134576	0	2.446404346	0.504965672	-2.383317662	0.266948099	NA	
chr4_83525138_83525623	0	0	0	3.327097739	10.76417912	0	4.210957561	0.181351981	NA	
chr4_84545328_84545724	0	0	0	0	6.360651301	8.079450745	4.254179203	0.149671284	NA	
chr4_84674411_84676066	0	0	6.836975344	0	6.360651301	4.039725372	0.621169361	0.801931909	NA	
chr4_85205260_85206130	0	0	0	1.10903258	9.296336516	3.029794029	4.155310807	0.075146654	NA	
chr4_85514186_85514538	0	0	2.734790138	0	2.446404346	9.594347759	2.14967118	0.393969483	NA	
chr4_86611491_86612079	0	14.93730903	0	4.436130319	1.467842608	2.019862686	-0.96578414	0.628382785	NA	
chr4_86748322_86749246	0	0	0	0	10.27489825	3.029794029	4.136283263	0.176684696	NA	
chr4_86856753_86857753	0	0	5.469580276	1.10903258	1.957123477	4.039725372	0.393675969	0.848230826	NA	
chr4_86874033_86874720	0	1.149023772	1.367395069	16.6354887	2.935685216	3.029794029	3.058659184	0.068185834	NA	
chr4_87230147_87230588	0	0	0	0	15.16770695	0	4.319826691	0.270338384	NA	
chr4_88031599_88033530	0	3.447071316	0	4.436130319	4.892808693	4.544691044	1.899561721	0.262920092	NA	
chr4_88721900_88722673	0	21.83145167	1.367395069	0	0.489280869	2.019862686	-3.140279818	0.136454704	NA	
chr4_88760450_88760667	0	0	1.367395069	0	9.785617386	2.524828358	3.0701558	0.226063894	NA	
chr4_88782462_88782773	0	18.38438035	0	0	3.914246954	0	-2.210603519	0.495284335	NA	
chr4_88868106_88868455	0	2.298047544	0	0	5.871370431	4.544691044	2.110767772	0.395040752	NA	
chr4_88938052_88938286	0	0	4.102185207	0	12.7213026	3.029794029	1.950055266	0.426186085	NA	
chr4_89310607_89311040	0	0	0	0	4.892808693	12.62414179	4.5313406	0.116192328	NA	
chr4_89688123_89688810	0	0	1.367395069	4.436130319	8.807055647	10.6042791	4.019418272	0.016964078	NA	
chr4_91371164_91372167	0	0	0	3.327097739	0.978561739	12.62414179	4.479356776	0.051421628	NA	
chr4_94556325_94556860	0	17.23535658	1.367395069	0	1.467842608	1.009931343	-2.836000973	0.166245095	NA	
chr4_94602694_94603518	0	6.894142631	12.30655562	1.10903258	4.892808693	0.504965672	-1.541643838	0.353871119	NA	
chr4_94614398_94614640	0	0	0	0	6.84993217	0	3.179828835	0.418869485	NA	
chr4_95049985_95053224	0	2.298047544	0	2.21806516	5.382089562	3.029794029	2.098817718	0.268159073	NA	
chr4_95161229_95161482	0	0	0	0	11.74274086	0	3.952274522	0.31365175	NA	
chr4_97745808_97746126	0	6.894142631	0	0	7.828493908	3.029794029	0.641356435	0.795454975	NA	
chr4_97751594_97752001	0	9.192190175	0	13.30839096	0	1.009931343	0.595345626	0.82404622	NA	
chr4_97772046_97772411	3.359230734	1.149023772	0	13.30839096	1.957123477	0.504965672	1.812998258	0.332044734	NA	
chr4_97777172_97778896	0	0	2.734790138	0	7.828493908	3.534759701	2.068355993	0.405970411	NA	
chr4_98817048_98817762	1.679615367	2.298047544	1.367395069	2.21806516	3.914246954	11.10924477	1.704262424	0.210489674	NA	
chr4_98922812_98924544	3.359230734	8.043166403	1.367395069	2.21806516	0.978561739	6.059588058	-0.467668006	0.733075879	NA	
chr4_99120338_99121153	0	8.043166403	0	1.10903258	9.296336516	0	0.358860478	0.894502252	NA	
chr4_99715351_99715891	0	0	4.102185207	0	11.74274086	5.049656715	2.042056789	0.392308205	NA	
chr4_99929380_99930163	0	0	1.367395069	1.10903258	7.828493908	5.049656715	3.259628548	0.099976083	NA	
chr4_100095755_100096426	0	0	1.367395069	0	8.317774778	3.029794029	2.954225579	0.242746549	NA	
chr4_100776432_100778008	0	13.78828526	0	0	1.467842608	3.534759701	-1.44463851	0.567230824	NA	
chr4_101264531_101265321	5.038846101	0	0	0	6.84993217	3.534759701	1.114438406	0.657269687	NA	
chr4_101356054_101356931	0	3.447071316	2.734790138	0	1.467842608	9.594347759	0.834596369	0.679758673	NA	
chr4_101419138_101420526	0	0	4.102185207	0	1.467842608	11.10924477	1.626601261	0.526517224	NA	
chr4_101496375_101496973	0	0	10.93916055	0	6.360651301	5.049656715	0.076046381	0.975301151	NA	
chr4_101508849_101509063	0	0	0	12.19935838	3.914246954	7.574485073	4.944152815	0.008337815	NA	
chr4_101550244_101550901	6.718461468	2.298047544	1.367395069	2.21806516	2.446404346	2.019862686	-0.594466859	0.647826806	NA	
chr4_102087536_102088232	0	0	0	1.10903258	10.27489825	0.504965672	3.975688814	0.133876639	NA	
chr4_102760069_102760321	0	16.08633281	0	4.436130319	1.467842608	2.019862686	-1.070845291	0.591983677	NA	
chr4_103113924_103114882	0	0	0	0	8.807055647	0.504965672	3.622057542	0.303704379	NA	
chr4_103119197_103119913	0	0	0	0	11.74274086	0	3.952274522	0.31365175	NA	
chr4_103214434_103215420	0	0	10.93916055	0	2.935685216	4.039725372	-0.624991313	0.803605673	NA	
chr4_103313673_103314175	0	0	0	0	5.871370431	8.079450745	4.204611955	0.157579948	NA	
chr4_103619606_103620122	0	0	0	7.763228058	7.339213039	6.56455373	4.826419682	0.007840118	NA	
chr4_104366973_104367904	0	0	0	0	9.785617386	5.049656715	4.293013602	0.146176253	NA	
chr4_105109426_105109826	0	9.192190175	0	8.872260638	6.84993217	0	0.74075548	0.766477244	NA	
chr4_105109954_105110155	0	0	21.8783211	0	0	0	-5.932212219	0.129803044	NA	
chr4_105157313_105158466	0	3.447071316	0	1.10903258	8.807055647	0.504965672	1.54251204	0.489907852	NA	
chr4_106315716_106316945	0	0	0	4.436130319	10.76417912	1.009931343	4.413842571	0.050751564	NA	
chr4_106463881_106464248	0	1.149023772	0	0	4.403527824	14.64400447	3.694488649	0.124853217	NA	
chr4_106560805_106561507	0	4.596095088	5.469580276	0	3.914246954	4.039725372	-0.317342907	0.861751779	NA	
chr4_106622395_106623099	0	6.894142631	1.367395069	4.436130319	1.957123477	10.6042791	0.991122938	0.518920896	NA	
chr4_106650930_106651301	0	0	0	0	4.403527824	2.524828358	3.199170964	0.361815042	NA	
chr4_106678639_106679041	0	0	0	0	6.84993217	2.524828358	3.63343131	0.268312234	NA	
chr4_106827880_106828187	0	0	0	0	7.828493908	0	3.370946185	0.391063551	NA	
chr4_106839043_106840364	0	0	0	0	5.382089562	4.544691044	3.715812168	0.24533106	NA	
chr4_107066512_107067447	0	0	0	0	4.892808693	1.514897015	3.08669346	0.394430047	NA	
chr4_107178222_107179349	0	0	1.367395069	3.327097739	3.424966085	4.544691044	2.932320117	0.117121822	NA	
chr4_107253287_107254095	0	0	0	0	9.296336516	4.039725372	4.139873854	0.17158043	NA	
chr4_107314177_107314399	13.43692294	0	0	5.545162899	1.467842608	3.534759701	-0.334999848	0.866705719	NA	
chr4_107879659_107880130	0	0	0	18.85355386	0.978561739	0.504965672	4.716113677	0.06432518	NA	
chr4_107889687_107890217	0	9.192190175	0	8.872260638	2.935685216	3.029794029	0.626644206	0.733875224	NA	
chr4_107923369_107923704	0	0	5.469580276	0	1.957123477	7.069519401	0.739255032	0.772966561	NA	
chr4_108328045_108328456	0	9.192190175	0	0	0	9.594347759	0.058548442	0.986184499	NA	
chr4_108459230_108460514	0	0	0	6.654195479	0	7.069519401	4.164597675	0.18095362	NA	
chr4_108460650_108460856	0	3.447071316	0	2.21806516	1.957123477	4.039725372	1.168895664	0.54531516	NA	
chr4_108579238_108579811	0	0	2.734790138	0	5.382089562	1.009931343	1.246702477	0.650599527	NA	
chr4_108619652_108620390	1.679615367	0	0	0	2.935685216	6.059588058	2.622371163	0.307479221	NA	
chr4_108780045_108780825	0	0	0	0	10.76417912	0.504965672	3.895980279	0.253391029	NA	
chr4_108847822_108848661	0	1.149023772	1.367395069	17.74452128	0.489280869	2.019862686	2.915265772	0.136761928	NA	
chr4_108879020_108879386	0	0	0	6.654195479	5.871370431	4.039725372	4.435387378	0.023554678	NA	
chr4_109000330_109001078	0	2.298047544	5.469580276	1.10903258	4.403527824	2.019862686	-0.033092573	0.983375283	NA	
chr4_109201834_109202340	0	18.38438035	0	0	0	0	-5.686313428	0.147603631	NA	
chr4_109476034_109476721	0	0	0	0	0	16.66386716	4.454626222	0.255540276	NA	
chr4_109657136_109657719	0	18.38438035	0	0	0	4.544691044	-2.000860667	0.538362422	NA	
chr4_109665677_109667173	1.679615367	1.149023772	0	0	8.317774778	1.009931343	1.772659805	0.435525971	NA	
